% Column 0: Length, inches
% Column 1: |B|, Tesla
0.00000000e+000	2.11478347e-002	
4.00801603e-003	2.11479010e-002	
8.01603206e-003	2.11480062e-002	
1.20240481e-002	2.11481978e-002	
1.60320641e-002	2.11483863e-002	
2.00400802e-002	2.11486472e-002	
2.40480962e-002	2.11488737e-002	
2.80561122e-002	2.11494537e-002	
3.20641283e-002	2.11500349e-002	
3.60721443e-002	2.11505383e-002	
4.00801603e-002	2.11510120e-002	
4.40881764e-002	2.11514858e-002	
4.80961924e-002	2.11519596e-002	
5.21042084e-002	2.11528344e-002	
5.61122244e-002	2.11538028e-002	
6.01202405e-002	2.11547713e-002	
6.41282565e-002	2.11557397e-002	
6.81362725e-002	2.11567133e-002	
7.21442886e-002	2.11577003e-002	
7.61523046e-002	2.11586327e-002	
8.01603206e-002	2.11595651e-002	
8.41683367e-002	2.11604976e-002	
8.81763527e-002	2.11614301e-002	
9.21843687e-002	2.11623625e-002	
9.61923848e-002	2.11631435e-002	
1.00200401e-001	2.11644691e-002	
1.04208417e-001	2.11662234e-002	
1.08216433e-001	2.11679777e-002	
1.12224449e-001	2.11697320e-002	
1.16232465e-001	2.11714863e-002	
1.20240481e-001	2.11732406e-002	
1.24248497e-001	2.11749864e-002	
1.28256513e-001	2.11766460e-002	
1.32264529e-001	2.11785396e-002	
1.36272545e-001	2.11804567e-002	
1.40280561e-001	2.11822475e-002	
1.44288577e-001	2.11840382e-002	
1.48296593e-001	2.11858290e-002	
1.52304609e-001	2.11876197e-002	
1.56312625e-001	2.11894105e-002	
1.60320641e-001	2.11912013e-002	
1.64328657e-001	2.11929920e-002	
1.68336673e-001	2.11947828e-002	
1.72344689e-001	2.11965736e-002	
1.76352705e-001	2.11983643e-002	
1.80360721e-001	2.12001551e-002	
1.84368737e-001	2.12019459e-002	
1.88376754e-001	2.12038684e-002	
1.92384770e-001	2.12061290e-002	
1.96392786e-001	2.12084456e-002	
2.00400802e-001	2.12114473e-002	
2.04408818e-001	2.12144489e-002	
2.08416834e-001	2.12174506e-002	
2.12424850e-001	2.12204523e-002	
2.16432866e-001	2.12234540e-002	
2.20440882e-001	2.12264557e-002	
2.24448898e-001	2.12294574e-002	
