% Column 0: Length, inches
% Column 1: |B|, Tesla
0.00000000e+000	2.15713419e-003	
4.00801603e-003	2.15711751e-003	
8.01603206e-003	2.15710463e-003	
1.20240481e-002	2.15707317e-003	
1.60320641e-002	2.15704516e-003	
2.00400802e-002	2.15702733e-003	
2.40480962e-002	2.15701371e-003	
2.80561122e-002	2.15698562e-003	
3.20641283e-002	2.15696223e-003	
3.60721443e-002	2.15692259e-003	
4.00801603e-002	2.15688394e-003	
4.40881764e-002	2.15684987e-003	
4.80961924e-002	2.15682036e-003	
5.21042084e-002	2.15676452e-003	
5.61122244e-002	2.15671517e-003	
6.01202405e-002	2.15668048e-003	
6.41282565e-002	2.15666044e-003	
6.81362725e-002	2.15660871e-003	
7.21442886e-002	2.15655632e-003	
7.61523046e-002	2.15652929e-003	
8.01603206e-002	2.15651909e-003	
8.41683367e-002	2.15652571e-003	
8.81763527e-002	2.15654915e-003	
9.21843687e-002	2.15658942e-003	
9.61923848e-002	2.15665356e-003	
1.00200401e-001	2.15665347e-003	
1.04208417e-001	2.15660077e-003	
1.08216433e-001	2.15660488e-003	
1.12224449e-001	2.15666581e-003	
1.16232465e-001	2.15678354e-003	
1.20240481e-001	2.15695807e-003	
1.24248497e-001	2.15719112e-003	
1.28256513e-001	2.15749985e-003	
1.32264529e-001	2.15762781e-003	
1.36272545e-001	2.15765673e-003	
1.40280561e-001	2.15777689e-003	
1.44288577e-001	2.15796879e-003	
1.48296593e-001	2.15823242e-003	
1.52304609e-001	2.15856775e-003	
1.56312625e-001	2.15897475e-003	
1.60320641e-001	2.15945338e-003	
1.64328657e-001	2.16000358e-003	
1.68336673e-001	2.16062531e-003	
1.72344689e-001	2.16131849e-003	
1.76352705e-001	2.16208308e-003	
1.80360721e-001	2.16291898e-003	
1.84368737e-001	2.16382611e-003	
1.88376754e-001	2.16482327e-003	
1.92384770e-001	2.16596449e-003	
1.96392786e-001	2.16715384e-003	
2.00400802e-001	2.16772705e-003	
2.04408818e-001	2.16845280e-003	
2.08416834e-001	2.16933095e-003	
2.12424850e-001	2.17036131e-003	
2.16432866e-001	2.17154367e-003	
2.20440882e-001	2.17287778e-003	
2.24448898e-001	2.17436335e-003	
2.28456914e-001	2.17600009e-003	
2.32464930e-001	2.17778764e-003	
2.36472946e-001	2.17972564e-003	
